TABLE_NAME	COLUMN_NAME	DATA_TYPE	IS_NULLABLE	COLUMN_KEY	Parent_Table	Parent_Column
account	AccountNum	bigint	NO	PRI		
account	Description	varchar	NO			
account	AcctType	tinyint	NO			
account	BankNumber	varchar	NO			
account	Inactive	tinyint	NO			
account	AccountColor	int	NO			
account	IsRetainedEarnings	tinyint	NO			
accountingautopay	AccountingAutoPayNum	bigint	NO	PRI		
accountingautopay	PayType	bigint	NO			
accountingautopay	PickList	varchar	YES			
activeinstance	ActiveInstanceNum	bigint	NO	PRI		
activeinstance	ComputerNum	bigint	NO	MUL		
activeinstance	UserNum	bigint	NO	MUL		
activeinstance	ProcessId	bigint	NO	MUL		
activeinstance	DateTimeLastActive	datetime	NO			
activeinstance	DateTRecorded	datetime	NO			
activeinstance	ConnectionType	tinyint	NO			
adjustment	AdjNum	bigint	NO	PRI		
adjustment	AdjDate	date	NO	MUL		
adjustment	AdjAmt	double	NO			
adjustment	PatNum	bigint	NO	MUL		
adjustment	AdjType	bigint	NO			
adjustment	ProvNum	bigint	NO	MUL		
adjustment	AdjNote	text	YES			
adjustment	ProcDate	date	NO			
adjustment	ProcNum	bigint	NO	MUL		
adjustment	DateEntry	date	NO			
adjustment	ClinicNum	bigint	NO	MUL		
adjustment	StatementNum	bigint	NO	MUL		
adjustment	SecUserNumEntry	bigint	NO	MUL		
adjustment	SecDateTEdit	timestamp	NO	MUL		
adjustment	TaxTransID	bigint	NO	MUL		
alertcategory	AlertCategoryNum	bigint	NO	PRI		
alertcategory	IsHQCategory	tinyint	NO			
alertcategory	InternalName	varchar	NO			
alertcategory	Description	varchar	NO			
alertcategorylink	AlertCategoryLinkNum	bigint	NO	PRI		
alertcategorylink	AlertCategoryNum	bigint	NO	MUL		
alertcategorylink	AlertType	tinyint	NO			
alertitem	AlertItemNum	bigint	NO	PRI		
alertitem	ClinicNum	bigint	NO	MUL		
alertitem	Description	varchar	NO			
alertitem	Type	tinyint	NO			
alertitem	Severity	tinyint	NO			
alertitem	Actions	tinyint	NO			
alertitem	FormToOpen	tinyint	NO			
alertitem	FKey	bigint	NO	MUL		
alertitem	ItemValue	varchar	NO			
alertitem	UserNum	bigint	NO	MUL		
alertitem	SecDateTEntry	datetime	NO			
alertread	AlertReadNum	bigint	NO	PRI		
alertread	AlertItemNum	bigint	NO	MUL		
alertread	UserNum	bigint	NO	MUL		
alertsub	AlertSubNum	bigint	NO	PRI		
alertsub	UserNum	bigint	NO	MUL		
alertsub	ClinicNum	bigint	NO	MUL		
alertsub	Type	tinyint	NO			
alertsub	AlertCategoryNum	bigint	NO	MUL		
allergy	AllergyNum	bigint	NO	PRI		
allergy	AllergyDefNum	bigint	NO	MUL		
allergy	PatNum	bigint	NO	MUL		
allergy	Reaction	varchar	NO			
allergy	StatusIsActive	tinyint	NO			
allergy	DateTStamp	timestamp	NO			
allergy	DateAdverseReaction	date	NO			
allergy	SnomedReaction	varchar	NO			
allergydef	AllergyDefNum	bigint	NO	PRI		
allergydef	Description	varchar	NO			
allergydef	IsHidden	tinyint	NO			
allergydef	DateTStamp	timestamp	NO			
allergydef	SnomedType	tinyint	YES			
allergydef	MedicationNum	bigint	NO	MUL		
allergydef	UniiCode	varchar	NO			
apikey	APIKeyNum	bigint	NO	PRI		
apikey	CustApiKey	varchar	NO			
apikey	DevName	varchar	NO			
apisubscription	ApiSubscriptionNum	bigint	NO	PRI		
apisubscription	EndPointUrl	varchar	NO			
apisubscription	Workstation	varchar	NO			
apisubscription	CustomerKey	varchar	NO			
apisubscription	WatchTable	varchar	NO			
apisubscription	PollingSeconds	int	NO	MUL		
apisubscription	UiEventType	varchar	NO			
apisubscription	DateTimeStart	datetime	NO			
apisubscription	DateTimeStop	datetime	NO			
apisubscription	Note	varchar	NO			
appointment	AptNum	bigint	NO	PRI		
appointment	PatNum	bigint	NO	MUL		
appointment	AptStatus	tinyint	NO	MUL		
appointment	Pattern	varchar	YES			
appointment	Confirmed	bigint	NO			
appointment	TimeLocked	tinyint	NO			
appointment	Op	bigint	NO	MUL		
appointment	Note	text	YES			
appointment	ProvNum	bigint	NO	MUL		
appointment	ProvHyg	bigint	NO	MUL		
appointment	AptDateTime	datetime	NO	MUL		
appointment	NextAptNum	bigint	NO	MUL		
appointment	UnschedStatus	bigint	NO	MUL		
appointment	IsNewPatient	tinyint	NO			
appointment	ProcDescript	text	YES			
appointment	Assistant	bigint	NO			
appointment	ClinicNum	bigint	NO	MUL		
appointment	IsHygiene	tinyint	NO			
appointment	DateTStamp	timestamp	NO	MUL		
appointment	DateTimeArrived	datetime	NO	MUL		
appointment	DateTimeSeated	datetime	NO			
appointment	DateTimeDismissed	datetime	NO			
appointment	InsPlan1	bigint	NO	MUL		
appointment	InsPlan2	bigint	NO	MUL		
appointment	DateTimeAskedToArrive	datetime	NO			
appointment	ProcsColored	text	NO			
appointment	ColorOverride	int	NO			
appointment	AppointmentTypeNum	bigint	NO	MUL		
appointment	SecUserNumEntry	bigint	NO	MUL		
appointment	SecDateTEntry	datetime	NO			
appointment	Priority	tinyint	NO	MUL		
appointment	ProvBarText	varchar	NO			
appointment	PatternSecondary	varchar	NO			
appointment	SecurityHash	varchar	NO			
appointment	ItemOrderPlanned	int	NO			
appointmentrule	AppointmentRuleNum	bigint	NO	PRI		
appointmentrule	RuleDesc	varchar	YES			
appointmentrule	CodeStart	varchar	YES			
appointmentrule	CodeEnd	varchar	YES			
appointmentrule	IsEnabled	tinyint	NO			
appointmenttype	AppointmentTypeNum	bigint	NO	PRI		
appointmenttype	AppointmentTypeName	varchar	NO			
appointmenttype	AppointmentTypeColor	int	NO			
appointmenttype	ItemOrder	int	NO			
appointmenttype	IsHidden	tinyint	NO			
appointmenttype	Pattern	varchar	NO			
appointmenttype	CodeStr	varchar	NO			
appointmenttype	CodeStrRequired	varchar	NO			
appointmenttype	RequiredProcCodesNeeded	tinyint	NO			
appointmenttype	BlockoutTypes	varchar	NO			
apptfield	ApptFieldNum	bigint	NO	PRI		
apptfield	AptNum	bigint	NO	MUL		
apptfield	FieldName	varchar	NO			
apptfield	FieldValue	text	NO			
apptfielddef	ApptFieldDefNum	bigint	NO	PRI		
apptfielddef	FieldName	varchar	NO			
apptfielddef	FieldType	tinyint	NO			
apptfielddef	PickList	text	NO			
apptfielddef	ItemOrder	int	NO			
apptgeneralmessagesent	ApptGeneralMessageSentNum	bigint	NO	PRI		
apptgeneralmessagesent	ApptNum	bigint	NO	MUL		
apptgeneralmessagesent	PatNum	bigint	NO	MUL		
apptgeneralmessagesent	ClinicNum	bigint	NO	MUL		
apptgeneralmessagesent	DateTimeEntry	datetime	NO			
apptgeneralmessagesent	TSPrior	bigint	NO			
apptgeneralmessagesent	ApptReminderRuleNum	bigint	NO	MUL		
apptgeneralmessagesent	SendStatus	tinyint	NO			
apptgeneralmessagesent	ApptDateTime	datetime	NO			
apptgeneralmessagesent	MessageType	tinyint	NO			
apptgeneralmessagesent	MessageFk	bigint	NO	MUL		
apptgeneralmessagesent	DateTimeSent	datetime	NO			
apptgeneralmessagesent	ResponseDescript	text	NO			
apptnewpatthankyousent	ApptNewPatThankYouSentNum	bigint	NO	PRI		
apptnewpatthankyousent	ApptNum	bigint	NO	MUL		
apptnewpatthankyousent	ApptDateTime	datetime	NO			
apptnewpatthankyousent	ApptSecDateTEntry	datetime	NO			
apptnewpatthankyousent	TSPrior	bigint	NO	MUL		
apptnewpatthankyousent	ApptReminderRuleNum	bigint	NO	MUL		
apptnewpatthankyousent	ClinicNum	bigint	NO	MUL		
apptnewpatthankyousent	PatNum	bigint	NO	MUL		
apptnewpatthankyousent	ResponseDescript	text	NO			
apptnewpatthankyousent	DateTimeNewPatThankYouTransmit	datetime	NO			
apptnewpatthankyousent	ShortGUID	varchar	NO			
apptnewpatthankyousent	SendStatus	tinyint	NO			
apptnewpatthankyousent	MessageType	tinyint	NO			
apptnewpatthankyousent	MessageFk	bigint	NO	MUL		
apptnewpatthankyousent	DateTimeEntry	datetime	NO			
apptnewpatthankyousent	DateTimeSent	datetime	NO			
apptreminderrule	ApptReminderRuleNum	bigint	NO	PRI		
apptreminderrule	TypeCur	tinyint	NO			
apptreminderrule	TSPrior	bigint	NO	MUL		
apptreminderrule	SendOrder	varchar	NO			
apptreminderrule	IsSendAll	tinyint	NO			
apptreminderrule	TemplateSMS	text	NO			
apptreminderrule	TemplateEmailSubject	text	NO			
apptreminderrule	TemplateEmail	text	NO			
apptreminderrule	ClinicNum	bigint	NO	MUL		
apptreminderrule	TemplateSMSAggShared	text	NO			
apptreminderrule	TemplateSMSAggPerAppt	text	NO			
apptreminderrule	TemplateEmailSubjAggShared	text	NO			
apptreminderrule	TemplateEmailAggShared	text	NO			
apptreminderrule	TemplateEmailAggPerAppt	text	NO			
apptreminderrule	DoNotSendWithin	bigint	NO			
apptreminderrule	IsEnabled	tinyint	NO			
apptreminderrule	TemplateAutoReply	text	NO			
apptreminderrule	TemplateAutoReplyAgg	text	NO			
apptreminderrule	IsAutoReplyEnabled	tinyint	NO			
apptreminderrule	Language	varchar	NO			
apptreminderrule	TemplateComeInMessage	text	NO			
apptreminderrule	EmailTemplateType	varchar	NO			
apptreminderrule	AggEmailTemplateType	varchar	NO			
apptreminderrule	IsSendForMinorsBirthday	tinyint	NO			
apptreminderrule	EmailHostingTemplateNum	bigint	NO	MUL		
apptreminderrule	MinorAge	int	NO			
apptreminderrule	TemplateFailureAutoReply	text	NO			
apptreminderrule	SendMultipleInvites	tinyint	NO			
apptreminderrule	TimeSpanMultipleInvites	bigint	NO			
apptremindersent	ApptReminderSentNum	bigint	NO	PRI		
apptremindersent	ApptNum	bigint	NO	MUL		
apptremindersent	ApptDateTime	datetime	NO			
apptremindersent	DateTimeSent	datetime	NO			
apptremindersent	TSPrior	bigint	NO	MUL		
apptremindersent	ApptReminderRuleNum	bigint	NO	MUL		
apptremindersent	PatNum	bigint	NO	MUL		
apptremindersent	ClinicNum	bigint	NO	MUL		
apptremindersent	SendStatus	tinyint	NO			
apptremindersent	MessageType	tinyint	NO			
apptremindersent	MessageFk	bigint	NO	MUL		
apptremindersent	DateTimeEntry	datetime	NO			
apptremindersent	ResponseDescript	text	NO			
apptthankyousent	ApptThankYouSentNum	bigint	NO	PRI		
apptthankyousent	ApptNum	bigint	NO	MUL		
apptthankyousent	ApptDateTime	datetime	NO	MUL		
apptthankyousent	ApptSecDateTEntry	datetime	NO			
apptthankyousent	TSPrior	bigint	NO	MUL		
apptthankyousent	ApptReminderRuleNum	bigint	NO	MUL		
apptthankyousent	ClinicNum	bigint	NO	MUL		
apptthankyousent	PatNum	bigint	NO	MUL		
apptthankyousent	ResponseDescript	text	NO			
apptthankyousent	DateTimeThankYouTransmit	datetime	NO			
apptthankyousent	ShortGUID	varchar	NO			
apptthankyousent	SendStatus	tinyint	NO			
apptthankyousent	DoNotResend	tinyint	NO			
apptthankyousent	MessageType	tinyint	NO			
apptthankyousent	MessageFk	bigint	NO	MUL		
apptthankyousent	DateTimeEntry	datetime	NO			
apptthankyousent	DateTimeSent	datetime	NO			
apptview	ApptViewNum	bigint	NO	PRI		
apptview	Description	varchar	YES			
apptview	ItemOrder	smallint	NO			
apptview	RowsPerIncr	tinyint	NO			
apptview	OnlyScheduledProvs	tinyint	NO			
apptview	OnlySchedBeforeTime	time	NO			
apptview	OnlySchedAfterTime	time	NO			
apptview	StackBehavUR	tinyint	NO			
apptview	StackBehavLR	tinyint	NO			
apptview	ClinicNum	bigint	NO	MUL		
apptview	ApptTimeScrollStart	time	NO			
apptview	IsScrollStartDynamic	tinyint	NO			
apptview	IsApptBubblesDisabled	tinyint	NO			
apptview	WidthOpMinimum	smallint	NO			
apptview	WaitingRmName	tinyint	NO			
apptview	OnlyScheduledProvDays	tinyint	NO			
apptviewitem	ApptViewItemNum	bigint	NO	PRI		
apptviewitem	ApptViewNum	bigint	NO			
apptviewitem	OpNum	bigint	NO	MUL		
apptviewitem	ProvNum	bigint	NO	MUL		
apptviewitem	ElementDesc	varchar	YES			
apptviewitem	ElementOrder	tinyint	NO			
apptviewitem	ElementColor	int	NO			
apptviewitem	ElementAlignment	tinyint	NO			
apptviewitem	ApptFieldDefNum	bigint	NO			
apptviewitem	PatFieldDefNum	bigint	NO			
apptviewitem	IsMobile	tinyint	NO			
asapcomm	AsapCommNum	bigint	NO	PRI		
asapcomm	FKey	bigint	NO	MUL		
asapcomm	FKeyType	tinyint	NO			
asapcomm	ScheduleNum	bigint	NO	MUL		
asapcomm	PatNum	bigint	NO	MUL		
asapcomm	ClinicNum	bigint	NO	MUL		
asapcomm	ShortGUID	varchar	NO	MUL		
asapcomm	DateTimeEntry	datetime	NO			
asapcomm	DateTimeExpire	datetime	NO			
asapcomm	DateTimeSmsScheduled	datetime	NO			
asapcomm	SmsSendStatus	tinyint	NO	MUL		
asapcomm	EmailSendStatus	tinyint	NO	MUL		
asapcomm	DateTimeSmsSent	datetime	NO			
asapcomm	DateTimeEmailSent	datetime	NO			
asapcomm	EmailMessageNum	bigint	NO	MUL		
asapcomm	ResponseStatus	tinyint	NO			
asapcomm	DateTimeOrig	datetime	NO			
asapcomm	TemplateText	text	NO			
asapcomm	TemplateEmail	text	NO			
asapcomm	TemplateEmailSubj	varchar	NO			
asapcomm	Note	text	NO			
asapcomm	GuidMessageToMobile	text	NO			
asapcomm	EmailTemplateType	varchar	NO			
autocode	AutoCodeNum	bigint	NO	PRI		
autocode	Description	varchar	YES			
autocode	IsHidden	tinyint	NO			
autocode	LessIntrusive	tinyint	NO			
autocodecond	AutoCodeCondNum	bigint	NO	PRI		
autocodecond	AutoCodeItemNum	bigint	NO			
autocodecond	Cond	tinyint	NO			
autocodeitem	AutoCodeItemNum	bigint	NO	PRI		
autocodeitem	AutoCodeNum	bigint	NO			
autocodeitem	OldCode	varchar	NO			
autocodeitem	CodeNum	bigint	NO			
autocommexcludedate	AutoCommExcludeDateNum	bigint	NO	PRI		
autocommexcludedate	ClinicNum	bigint	NO			
autocommexcludedate	DateExclude	datetime	NO			
automation	AutomationNum	bigint	NO	PRI		
automation	Description	text	NO			
automation	Autotrigger	tinyint	NO			
automation	ProcCodes	text	NO			
automation	AutoAction	tinyint	NO			
automation	SheetDefNum	bigint	NO			
automation	CommType	bigint	NO			
automation	MessageContent	text	NO			
automation	AptStatus	tinyint	NO			
automation	AppointmentTypeNum	bigint	NO	MUL		
automation	PatStatus	tinyint	NO			
automationcondition	AutomationConditionNum	bigint	NO	PRI		
automationcondition	AutomationNum	bigint	NO	MUL		
automationcondition	CompareField	tinyint	NO			
automationcondition	Comparison	tinyint	NO			
automationcondition	CompareString	varchar	NO			
autonote	AutoNoteNum	bigint	NO	PRI		
autonote	AutoNoteName	varchar	YES			
autonote	MainText	text	YES			
autonote	Category	bigint	NO	MUL		
autonotecontrol	AutoNoteControlNum	bigint	NO	PRI		
autonotecontrol	Descript	varchar	YES			
autonotecontrol	ControlType	varchar	YES			
autonotecontrol	ControlLabel	varchar	YES			
autonotecontrol	ControlOptions	text	YES			
benefit	BenefitNum	bigint	NO	PRI		
benefit	PlanNum	bigint	NO	MUL		
benefit	PatPlanNum	bigint	NO	MUL		
benefit	CovCatNum	bigint	NO	MUL		
benefit	BenefitType	tinyint	NO	MUL		
benefit	Percent	tinyint	NO	MUL		
benefit	MonetaryAmt	double	NO	MUL		
benefit	TimePeriod	tinyint	NO	MUL		
benefit	QuantityQualifier	tinyint	NO	MUL		
benefit	Quantity	tinyint	NO	MUL		
benefit	CodeNum	bigint	NO	MUL		
benefit	CoverageLevel	int	NO	MUL		
benefit	SecDateTEntry	datetime	NO	MUL		
benefit	SecDateTEdit	timestamp	NO	MUL		
benefit	CodeGroupNum	bigint	NO	MUL		
benefit	TreatArea	tinyint	NO			
canadiannetwork	CanadianNetworkNum	bigint	NO	PRI		
canadiannetwork	Abbrev	varchar	YES			
canadiannetwork	Descript	varchar	YES			
canadiannetwork	CanadianTransactionPrefix	varchar	NO			
canadiannetwork	CanadianIsRprHandler	tinyint	NO			
carecreditwebresponse	CareCreditWebResponseNum	bigint	NO	PRI		
carecreditwebresponse	PatNum	bigint	NO	MUL		
carecreditwebresponse	PayNum	bigint	NO	MUL		
carecreditwebresponse	RefNumber	varchar	NO			
carecreditwebresponse	Amount	double	NO			
carecreditwebresponse	WebToken	varchar	NO			
carecreditwebresponse	ProcessingStatus	varchar	NO	MUL		
carecreditwebresponse	DateTimeEntry	datetime	NO			
carecreditwebresponse	DateTimePending	datetime	NO			
carecreditwebresponse	DateTimeCompleted	datetime	NO			
carecreditwebresponse	DateTimeExpired	datetime	NO			
carecreditwebresponse	DateTimeLastError	datetime	NO			
carecreditwebresponse	LastResponseStr	text	NO			
carecreditwebresponse	ClinicNum	bigint	NO	MUL		
carecreditwebresponse	ServiceType	varchar	NO			
carecreditwebresponse	TransType	varchar	NO			
carecreditwebresponse	MerchantNumber	varchar	NO			
carecreditwebresponse	HasLogged	tinyint	NO			
carrier	CarrierNum	bigint	NO	PRI		
carrier	CarrierName	varchar	YES			
carrier	Address	varchar	YES			
carrier	Address2	varchar	YES			
carrier	City	varchar	YES			
carrier	State	varchar	YES			
carrier	Zip	varchar	YES			
carrier	Phone	varchar	YES			
carrier	ElectID	varchar	YES			
carrier	NoSendElect	tinyint	NO			
carrier	IsCDA	tinyint	NO			
carrier	CDAnetVersion	varchar	YES			
carrier	CanadianNetworkNum	bigint	NO	MUL		
carrier	IsHidden	tinyint	NO			
carrier	CanadianEncryptionMethod	tinyint	NO			
carrier	CanadianSupportedTypes	int	NO			
carrier	SecUserNumEntry	bigint	NO	MUL		
carrier	SecDateEntry	date	NO			
carrier	SecDateTEdit	timestamp	NO			
carrier	TIN	varchar	NO			
carrier	CarrierGroupName	bigint	NO	MUL		
carrier	ApptTextBackColor	int	NO			
carrier	IsCoinsuranceInverted	tinyint	NO			
carrier	TrustedEtransFlags	tinyint	NO			
carrier	CobInsPaidBehaviorOverride	tinyint	NO			
carrier	EraAutomationOverride	tinyint	NO			
carrier	OrthoInsPayConsolidate	tinyint	NO			
cdcrec	CdcrecNum	bigint	NO	PRI		
cdcrec	CdcrecCode	varchar	NO	MUL		
cdcrec	HeirarchicalCode	varchar	NO			
cdcrec	Description	varchar	NO			
cdspermission	CDSPermissionNum	bigint	NO	PRI		
cdspermission	UserNum	bigint	NO	MUL		
cdspermission	SetupCDS	tinyint	NO			
cdspermission	ShowCDS	tinyint	NO			
cdspermission	ShowInfobutton	tinyint	NO			
cdspermission	EditBibliography	tinyint	NO			
cdspermission	ProblemCDS	tinyint	NO			
cdspermission	MedicationCDS	tinyint	NO			
cdspermission	AllergyCDS	tinyint	NO			
cdspermission	DemographicCDS	tinyint	NO			
cdspermission	LabTestCDS	tinyint	NO			
cdspermission	VitalCDS	tinyint	NO			
centralconnection	CentralConnectionNum	bigint	NO	PRI		
centralconnection	ServerName	varchar	NO			
centralconnection	DatabaseName	varchar	NO			
centralconnection	MySqlUser	varchar	NO			
centralconnection	MySqlPassword	varchar	NO			
centralconnection	ServiceURI	varchar	NO			
centralconnection	OdUser	varchar	NO			
centralconnection	OdPassword	varchar	NO			
centralconnection	Note	text	NO			
centralconnection	ItemOrder	int	NO			
centralconnection	WebServiceIsEcw	tinyint	NO			
centralconnection	ConnectionStatus	varchar	NO			
centralconnection	HasClinicBreakdownReports	tinyint	NO			
cert	CertNum	bigint	NO	PRI		
cert	Description	varchar	NO			
cert	WikiPageLink	varchar	NO			
cert	ItemOrder	int	NO			
cert	IsHidden	tinyint	NO			
cert	CertCategoryNum	bigint	NO			
certemployee	CertEmployeeNum	bigint	NO	PRI		
certemployee	CertNum	bigint	NO	MUL		
certemployee	EmployeeNum	bigint	NO	MUL		
certemployee	DateCompleted	date	NO			
certemployee	Note	varchar	NO			
certemployee	UserNum	bigint	NO	MUL		
chartview	ChartViewNum	bigint	NO	PRI		
chartview	Description	varchar	NO			
chartview	ItemOrder	int	NO			
chartview	ProcStatuses	tinyint	NO			
chartview	ObjectTypes	smallint	NO			
chartview	ShowProcNotes	tinyint	NO			
chartview	IsAudit	tinyint	NO			
chartview	SelectedTeethOnly	tinyint	NO			
chartview	OrionStatusFlags	int	NO			
chartview	DatesShowing	tinyint	NO			
chartview	IsTpCharting	tinyint	NO			
claim	ClaimNum	bigint	NO	PRI		
claim	PatNum	bigint	NO	MUL		
claim	DateService	date	NO	MUL		
claim	DateSent	date	NO			
claim	ClaimStatus	char	YES	MUL		
claim	DateReceived	date	NO			
claim	PlanNum	bigint	NO	MUL		
claim	ProvTreat	bigint	NO	MUL		
claim	ClaimFee	double	NO			
claim	InsPayEst	double	NO			
claim	InsPayAmt	double	NO			
claim	DedApplied	double	NO			
claim	PreAuthString	varchar	YES			
claim	IsProsthesis	char	YES			
claim	PriorDate	date	NO			
claim	ReasonUnderPaid	varchar	YES			
claim	ClaimNote	varchar	YES			
claim	ClaimType	varchar	YES			
claim	ProvBill	bigint	NO	MUL		
claim	ReferringProv	bigint	NO			
claim	RefNumString	varchar	YES			
claim	PlaceService	tinyint	NO			
claim	AccidentRelated	char	YES			
claim	AccidentDate	date	NO			
claim	AccidentST	varchar	YES			
claim	EmployRelated	tinyint	NO			
claim	IsOrtho	tinyint	NO			
claim	OrthoRemainM	tinyint	NO			
claim	OrthoDate	date	NO			
claim	PatRelat	tinyint	NO			
claim	PlanNum2	bigint	NO			
claim	PatRelat2	tinyint	NO			
claim	WriteOff	double	NO			
claim	Radiographs	tinyint	NO			
claim	ClinicNum	bigint	NO	MUL		
claim	ClaimForm	bigint	NO			
claim	AttachedImages	int	NO			
claim	AttachedModels	int	NO			
claim	AttachedFlags	varchar	YES			
claim	AttachmentID	varchar	YES			
claim	CanadianMaterialsForwarded	varchar	NO			
claim	CanadianReferralProviderNum	varchar	NO			
claim	CanadianReferralReason	tinyint	NO			
claim	CanadianIsInitialLower	varchar	NO			
claim	CanadianDateInitialLower	date	NO			
claim	CanadianMandProsthMaterial	tinyint	NO			
claim	CanadianIsInitialUpper	varchar	NO			
claim	CanadianDateInitialUpper	date	NO			
claim	CanadianMaxProsthMaterial	tinyint	NO			
claim	InsSubNum	bigint	NO	MUL		
claim	InsSubNum2	bigint	NO	MUL		
claim	CanadaTransRefNum	varchar	NO			
claim	CanadaEstTreatStartDate	date	NO			
claim	CanadaInitialPayment	double	NO			
claim	CanadaPaymentMode	tinyint	NO			
claim	CanadaTreatDuration	tinyint	NO			
claim	CanadaNumAnticipatedPayments	tinyint	NO			
claim	CanadaAnticipatedPayAmount	double	NO			
claim	PriorAuthorizationNumber	varchar	NO			
claim	SpecialProgramCode	tinyint	NO			
claim	UniformBillType	varchar	NO			
claim	MedType	tinyint	NO			
claim	AdmissionTypeCode	varchar	NO			
claim	AdmissionSourceCode	varchar	NO			
claim	PatientStatusCode	varchar	NO			
claim	CustomTracking	bigint	NO	MUL		
claim	DateResent	date	NO			
claim	CorrectionType	tinyint	NO			
claim	ClaimIdentifier	varchar	NO	MUL		
claim	OrigRefNum	varchar	NO			
claim	ProvOrderOverride	bigint	NO	MUL		
claim	OrthoTotalM	tinyint	NO			
claim	ShareOfCost	double	NO			
claim	SecUserNumEntry	bigint	NO	MUL		
claim	SecDateEntry	date	NO			
claim	SecDateTEdit	timestamp	NO			
claim	OrderingReferralNum	bigint	NO	MUL		
claim	DateSentOrig	date	NO			
claim	DateIllnessInjuryPreg	date	NO			
claim	DateIllnessInjuryPregQualifier	smallint	NO			
claim	DateOther	date	NO			
claim	DateOtherQualifier	smallint	NO			
claim	IsOutsideLab	tinyint	NO			
claim	SecurityHash	varchar	NO			
claim	Narrative	text	NO			
claimattach	ClaimAttachNum	bigint	NO	PRI		
claimattach	ClaimNum	bigint	NO	MUL		
claimattach	DisplayedFileName	varchar	YES			
claimattach	ActualFileName	varchar	YES			
claimattach	ImageReferenceId	int	NO			
claimcondcodelog	ClaimCondCodeLogNum	bigint	NO	PRI		
claimcondcodelog	ClaimNum	bigint	NO			
claimcondcodelog	Code0	varchar	YES			
claimcondcodelog	Code1	varchar	YES			
claimcondcodelog	Code2	varchar	YES			
claimcondcodelog	Code3	varchar	YES			
claimcondcodelog	Code4	varchar	YES			
claimcondcodelog	Code5	varchar	YES			
claimcondcodelog	Code6	varchar	YES			
claimcondcodelog	Code7	varchar	YES			
claimcondcodelog	Code8	varchar	YES			
claimcondcodelog	Code9	varchar	YES			
claimcondcodelog	Code10	varchar	YES			
claimform	ClaimFormNum	bigint	NO	PRI		
claimform	Description	varchar	YES			
claimform	IsHidden	tinyint	NO			
claimform	FontName	varchar	YES			
claimform	FontSize	float	NO			
claimform	UniqueID	varchar	YES			
claimform	PrintImages	tinyint	NO			
claimform	OffsetX	smallint	NO			
claimform	OffsetY	smallint	NO			
claimform	Width	int	NO			
claimform	Height	int	NO			
claimformitem	ClaimFormItemNum	bigint	NO	PRI		
claimformitem	ClaimFormNum	bigint	NO			
claimformitem	ImageFileName	varchar	YES			
claimformitem	FieldName	varchar	YES			
claimformitem	FormatString	varchar	YES			
claimformitem	XPos	float	NO			
claimformitem	YPos	float	NO			
claimformitem	Width	float	NO			
claimformitem	Height	float	NO			
claimpayment	ClaimPaymentNum	bigint	NO	PRI		
claimpayment	CheckDate	date	NO	MUL		
claimpayment	CheckAmt	double	NO			
claimpayment	CheckNum	varchar	YES			
claimpayment	BankBranch	varchar	YES			
claimpayment	Note	varchar	YES			
claimpayment	ClinicNum	bigint	NO	MUL		
claimpayment	DepositNum	bigint	NO	MUL		
claimpayment	CarrierName	varchar	YES			
claimpayment	DateIssued	date	NO			
claimpayment	IsPartial	tinyint	NO			
claimpayment	PayType	bigint	NO	MUL		
claimpayment	SecUserNumEntry	bigint	NO	MUL		
claimpayment	SecDateEntry	date	NO			
claimpayment	SecDateTEdit	timestamp	NO			
claimpayment	PayGroup	bigint	NO	MUL		
claimproc	ClaimProcNum	bigint	NO	PRI		
claimproc	ProcNum	bigint	NO	MUL		
claimproc	ClaimNum	bigint	NO	MUL		
claimproc	PatNum	bigint	NO	MUL		
claimproc	ProvNum	bigint	NO	MUL		
claimproc	FeeBilled	double	NO			
claimproc	InsPayEst	double	NO			
claimproc	DedApplied	double	NO			
claimproc	Status	tinyint	NO	MUL		
claimproc	InsPayAmt	double	NO			
claimproc	Remarks	varchar	YES			
claimproc	ClaimPaymentNum	bigint	NO	MUL		
claimproc	PlanNum	bigint	NO	MUL		
claimproc	DateCP	date	NO	MUL		
claimproc	WriteOff	double	NO			
claimproc	CodeSent	varchar	YES			
claimproc	AllowedOverride	double	NO			
claimproc	Percentage	tinyint	NO			
claimproc	PercentOverride	tinyint	NO			
claimproc	CopayAmt	double	NO			
claimproc	NoBillIns	tinyint	NO			
claimproc	PaidOtherIns	double	NO			
claimproc	BaseEst	double	NO			
claimproc	CopayOverride	double	NO			
claimproc	ProcDate	date	NO			
claimproc	DateEntry	date	NO			
claimproc	LineNumber	tinyint	NO			
claimproc	DedEst	double	NO			
claimproc	DedEstOverride	double	NO			
claimproc	InsEstTotal	double	NO			
claimproc	InsEstTotalOverride	double	NO			
claimproc	PaidOtherInsOverride	double	NO			
claimproc	EstimateNote	varchar	NO			
claimproc	WriteOffEst	double	NO			
claimproc	WriteOffEstOverride	double	NO			
claimproc	ClinicNum	bigint	NO	MUL		
claimproc	InsSubNum	bigint	NO	MUL		
claimproc	PaymentRow	int	NO			
claimproc	PayPlanNum	bigint	NO	MUL		
claimproc	ClaimPaymentTracking	bigint	NO	MUL		
claimproc	SecUserNumEntry	bigint	NO	MUL		
claimproc	SecDateEntry	date	NO			
claimproc	SecDateTEdit	timestamp	NO	MUL		
claimproc	DateSuppReceived	date	NO	MUL		
claimproc	DateInsFinalized	date	NO			
claimproc	IsTransfer	tinyint	NO			
