TABLE_NAME	COLUMN_NAME	DATA_TYPE	IS_NULLABLE	COLUMN_KEY	Parent_Table	Parent_Column
timeadjust	PtoDefNum	bigint	NO	MUL		
timeadjust	PtoHours	time	NO			
timeadjust	IsUnpaidProtectedLeave	tinyint	NO			
timeadjust	SecuUserNumEntry	bigint	NO	MUL		
timecardrule	TimeCardRuleNum	bigint	NO	PRI		
timecardrule	EmployeeNum	bigint	NO	MUL		
timecardrule	OverHoursPerDay	time	NO			
timecardrule	AfterTimeOfDay	time	NO			
timecardrule	BeforeTimeOfDay	time	NO			
timecardrule	IsOvertimeExempt	tinyint	NO			
timecardrule	MinClockInTime	time	NO			
timecardrule	HasWeekendRate3	tinyint	NO			
toolbutitem	ToolButItemNum	bigint	NO	PRI		
toolbutitem	ProgramNum	bigint	NO			
toolbutitem	ToolBar	smallint	NO			
toolbutitem	ButtonText	varchar	YES			
toothgridcell	ToothGridCellNum	bigint	NO	PRI		
toothgridcell	SheetFieldNum	bigint	NO	MUL		
toothgridcell	ToothGridColNum	bigint	NO	MUL		
toothgridcell	ValueEntered	varchar	NO			
toothgridcell	ToothNum	varchar	NO			
toothgridcol	ToothGridColNum	bigint	NO	PRI		
toothgridcol	SheetFieldNum	bigint	NO	MUL		
toothgridcol	NameItem	varchar	NO			
toothgridcol	CellType	tinyint	NO			
toothgridcol	ItemOrder	smallint	NO			
toothgridcol	ColumnWidth	smallint	NO			
toothgridcol	CodeNum	bigint	NO	MUL		
toothgridcol	ProcStatus	tinyint	NO			
toothgriddef	ToothGridDefNum	bigint	NO	PRI		
toothgriddef	NameInternal	varchar	YES			
toothgriddef	NameShowing	varchar	YES			
toothgriddef	CellType	tinyint	NO			
toothgriddef	ItemOrder	smallint	NO			
toothgriddef	ColumnWidth	smallint	NO			
toothgriddef	CodeNum	bigint	NO	MUL		
toothgriddef	ProcStatus	tinyint	NO			
toothgriddef	SheetFieldDefNum	bigint	NO	MUL		
toothinitial	ToothInitialNum	bigint	NO	PRI		
toothinitial	PatNum	bigint	NO	MUL		
toothinitial	ToothNum	varchar	YES			
toothinitial	InitialType	tinyint	NO			
toothinitial	Movement	float	NO			
toothinitial	DrawingSegment	text	YES			
toothinitial	ColorDraw	int	NO			
toothinitial	SecDateTEntry	datetime	NO	MUL		
toothinitial	SecDateTEdit	timestamp	NO	MUL		
toothinitial	DrawText	varchar	NO			
transaction	TransactionNum	bigint	NO	PRI		
transaction	DateTimeEntry	datetime	NO			
transaction	UserNum	bigint	NO			
transaction	DepositNum	bigint	NO			
transaction	PayNum	bigint	NO			
transaction	SecUserNumEdit	bigint	NO	MUL		
transaction	SecDateTEdit	timestamp	NO			
transaction	TransactionInvoiceNum	bigint	NO	MUL		
transactioninvoice	TransactionInvoiceNum	bigint	NO	PRI		
transactioninvoice	FileName	varchar	NO			
transactioninvoice	InvoiceData	mediumtext	YES			
transactioninvoice	FilePath	varchar	NO			
treatplan	TreatPlanNum	bigint	NO	PRI		
treatplan	PatNum	bigint	NO	MUL		
treatplan	DateTP	date	NO			
treatplan	Heading	varchar	YES			
treatplan	Note	text	YES			
treatplan	Signature	text	YES			
treatplan	SigIsTopaz	tinyint	NO			
treatplan	ResponsParty	bigint	NO			
treatplan	DocNum	bigint	NO	MUL		
treatplan	TPStatus	tinyint	NO			
treatplan	SecUserNumEntry	bigint	NO	MUL		
treatplan	SecDateEntry	date	NO			
treatplan	SecDateTEdit	timestamp	NO			
treatplan	UserNumPresenter	bigint	NO	MUL		
treatplan	TPType	tinyint	NO			
treatplan	SignaturePractice	text	NO			
treatplan	DateTSigned	datetime	NO			
treatplan	DateTPracticeSigned	datetime	NO			
treatplan	SignatureText	varchar	NO			
treatplan	SignaturePracticeText	varchar	NO			
treatplan	MobileAppDeviceNum	bigint	NO	MUL		
treatplanattach	TreatPlanAttachNum	bigint	NO	PRI		
treatplanattach	TreatPlanNum	bigint	NO	MUL		
treatplanattach	ProcNum	bigint	NO	MUL		
treatplanattach	Priority	bigint	NO	MUL		
treatplanparam	TreatPlanParamNum	bigint	NO	PRI		
treatplanparam	PatNum	bigint	NO	MUL		
treatplanparam	TreatPlanNum	bigint	NO	MUL		
treatplanparam	ShowDiscount	tinyint	NO			
treatplanparam	ShowMaxDed	tinyint	NO			
treatplanparam	ShowSubTotals	tinyint	NO			
treatplanparam	ShowTotals	tinyint	NO			
treatplanparam	ShowCompleted	tinyint	NO			
treatplanparam	ShowFees	tinyint	NO			
treatplanparam	ShowIns	tinyint	NO			
tsitranslog	TsiTransLogNum	bigint	NO	PRI		
tsitranslog	PatNum	bigint	NO	MUL		
tsitranslog	UserNum	bigint	NO	MUL		
tsitranslog	TransType	tinyint	NO			
tsitranslog	TransDateTime	datetime	NO			
tsitranslog	ServiceType	tinyint	NO			
tsitranslog	ServiceCode	tinyint	NO			
tsitranslog	TransAmt	double	NO			
tsitranslog	AccountBalance	double	NO			
tsitranslog	FKeyType	tinyint	NO			
tsitranslog	FKey	bigint	NO	MUL		
tsitranslog	RawMsgText	varchar	NO			
tsitranslog	ClientId	varchar	NO			
tsitranslog	TransJson	mediumtext	NO			
tsitranslog	ClinicNum	bigint	NO	MUL		
tsitranslog	AggTransLogNum	bigint	NO	MUL		
ucum	UcumNum	bigint	NO	PRI		
ucum	UcumCode	varchar	NO	MUL		
ucum	Description	varchar	NO			
ucum	IsInUse	tinyint	NO			
updatehistory	UpdateHistoryNum	bigint	NO	PRI		
updatehistory	DateTimeUpdated	datetime	NO			
updatehistory	ProgramVersion	varchar	NO			
updatehistory	Signature	text	NO			
userclinic	UserClinicNum	bigint	NO	PRI		
userclinic	UserNum	bigint	NO	MUL		
userclinic	ClinicNum	bigint	NO	MUL		
usergroup	UserGroupNum	bigint	NO	PRI		
usergroup	Description	varchar	YES			
usergroup	UserGroupNumCEMT	bigint	NO	MUL		
usergroupattach	UserGroupAttachNum	bigint	NO	PRI		
usergroupattach	UserNum	bigint	NO	MUL		
usergroupattach	UserGroupNum	bigint	NO	MUL		
userod	UserNum	bigint	NO	PRI		
userod	UserName	varchar	YES			
userod	Password	varchar	YES			
userod	UserGroupNum	bigint	NO	MUL		
userod	EmployeeNum	bigint	NO			
userod	ClinicNum	bigint	NO	MUL		
userod	ProvNum	bigint	NO	MUL		
userod	IsHidden	tinyint	NO			
userod	TaskListInBox	bigint	NO			
userod	AnesthProvType	int	NO			
userod	DefaultHidePopups	tinyint	NO			
userod	PasswordIsStrong	tinyint	NO			
userod	ClinicIsRestricted	tinyint	NO			
userod	InboxHidePopups	tinyint	NO			
userod	UserNumCEMT	bigint	NO			
userod	DateTFail	datetime	NO			
userod	FailedAttempts	tinyint	NO			
userod	DomainUser	varchar	NO			
userod	IsPasswordResetRequired	tinyint	NO			
userod	MobileWebPin	varchar	NO			
userod	MobileWebPinFailedAttempts	tinyint	NO			
userod	DateTLastLogin	datetime	NO			
userod	EClipboardClinicalPin	varchar	NO			
userod	BadgeId	varchar	NO			
userodapptview	UserodApptViewNum	bigint	NO	PRI		
userodapptview	UserNum	bigint	NO	MUL		
userodapptview	ClinicNum	bigint	NO	MUL		
userodapptview	ApptViewNum	bigint	NO	MUL		
userodpref	UserOdPrefNum	bigint	NO	PRI		
userodpref	UserNum	bigint	NO	MUL		
userodpref	Fkey	bigint	NO	MUL		
userodpref	FkeyType	tinyint	NO			
userodpref	ValueString	text	NO			
userodpref	ClinicNum	bigint	NO	MUL		
userquery	QueryNum	bigint	NO	PRI		
userquery	Description	varchar	YES			
userquery	FileName	varchar	YES			
userquery	QueryText	mediumtext	NO			
userquery	IsReleased	tinyint	YES			
userquery	IsPromptSetup	tinyint	NO			
userquery	DefaultFormatRaw	tinyint	NO			
userweb	UserWebNum	bigint	NO	PRI		
userweb	FKey	bigint	NO	MUL		
userweb	FKeyType	tinyint	NO			
userweb	UserName	varchar	NO			
userweb	Password	varchar	NO			
userweb	PasswordResetCode	varchar	NO			
userweb	RequireUserNameChange	tinyint	NO			
userweb	DateTimeLastLogin	datetime	NO			
userweb	RequirePasswordChange	tinyint	NO			
utm	UtmNum	bigint	NO	PRI		
utm	CampaignName	varchar	NO			
utm	MediumInfo	varchar	NO			
utm	SourceInfo	varchar	NO			
vaccinedef	VaccineDefNum	bigint	NO	PRI		
vaccinedef	CVXCode	varchar	NO			
vaccinedef	VaccineName	varchar	NO			
vaccinedef	DrugManufacturerNum	bigint	NO	MUL		
vaccineobs	VaccineObsNum	bigint	NO	PRI		
vaccineobs	VaccinePatNum	bigint	NO	MUL		
vaccineobs	ValType	tinyint	NO			
vaccineobs	IdentifyingCode	tinyint	NO			
vaccineobs	ValReported	varchar	NO			
vaccineobs	ValCodeSystem	tinyint	NO			
vaccineobs	VaccineObsNumGroup	bigint	NO	MUL		
vaccineobs	UcumCode	varchar	NO			
vaccineobs	DateObs	date	NO			
vaccineobs	MethodCode	varchar	NO			
vaccinepat	VaccinePatNum	bigint	NO	PRI		
vaccinepat	VaccineDefNum	bigint	NO	MUL		
vaccinepat	DateTimeStart	datetime	YES			
vaccinepat	DateTimeEnd	datetime	YES			
vaccinepat	AdministeredAmt	float	NO			
vaccinepat	DrugUnitNum	bigint	NO	MUL		
vaccinepat	LotNumber	varchar	NO			
vaccinepat	PatNum	bigint	NO	MUL		
vaccinepat	Note	text	NO			
vaccinepat	FilledCity	varchar	NO			
vaccinepat	FilledST	varchar	NO			
vaccinepat	CompletionStatus	tinyint	NO			
vaccinepat	AdministrationNoteCode	tinyint	NO			
vaccinepat	UserNum	bigint	NO	MUL		
vaccinepat	ProvNumOrdering	bigint	NO	MUL		
vaccinepat	ProvNumAdminister	bigint	NO	MUL		
vaccinepat	DateExpire	date	NO			
vaccinepat	RefusalReason	tinyint	NO			
vaccinepat	ActionCode	tinyint	NO			
vaccinepat	AdministrationRoute	tinyint	NO			
vaccinepat	AdministrationSite	tinyint	NO			
vitalsign	VitalsignNum	bigint	NO	PRI		
vitalsign	PatNum	bigint	NO	MUL		
vitalsign	Height	float	NO			
vitalsign	Weight	float	NO			
vitalsign	BpSystolic	smallint	NO			
vitalsign	BpDiastolic	smallint	NO			
vitalsign	DateTaken	date	NO			
vitalsign	HasFollowupPlan	tinyint	NO			
vitalsign	IsIneligible	tinyint	NO			
vitalsign	Documentation	text	NO			
vitalsign	ChildGotNutrition	tinyint	NO			
vitalsign	ChildGotPhysCouns	tinyint	NO			
vitalsign	WeightCode	varchar	NO	MUL		
vitalsign	HeightExamCode	varchar	NO			
vitalsign	WeightExamCode	varchar	NO			
vitalsign	BMIExamCode	varchar	NO			
vitalsign	EhrNotPerformedNum	bigint	NO	MUL		
vitalsign	PregDiseaseNum	bigint	NO	MUL		
vitalsign	BMIPercentile	int	NO			
vitalsign	Pulse	int	NO			
webschedcarrierrule	WebSchedCarrierRuleNum	bigint	NO	PRI		
webschedcarrierrule	ClinicNum	bigint	NO	MUL		
webschedcarrierrule	CarrierName	varchar	NO			
webschedcarrierrule	DisplayName	varchar	NO			
webschedcarrierrule	Message	text	NO			
webschedcarrierrule	Rule	tinyint	NO			
webschedrecall	WebSchedRecallNum	bigint	NO	PRI		
webschedrecall	ClinicNum	bigint	NO	MUL		
webschedrecall	PatNum	bigint	NO	MUL		
webschedrecall	RecallNum	bigint	NO	MUL		
webschedrecall	DateTimeEntry	datetime	NO	MUL		
webschedrecall	DateDue	datetime	NO			
webschedrecall	ReminderCount	int	NO			
webschedrecall	DateTimeSent	datetime	NO	MUL		
webschedrecall	DateTimeSendFailed	datetime	NO			
webschedrecall	SendStatus	tinyint	NO			
webschedrecall	ShortGUID	varchar	NO			
webschedrecall	ResponseDescript	text	NO			
webschedrecall	Source	tinyint	NO			
webschedrecall	CommlogNum	bigint	NO	MUL		
webschedrecall	MessageType	tinyint	NO	MUL		
webschedrecall	MessageFk	bigint	NO	MUL		
webschedrecall	ApptReminderRuleNum	bigint	NO	MUL		
wikilistheaderwidth	WikiListHeaderWidthNum	bigint	NO	PRI		
wikilistheaderwidth	ListName	varchar	NO			
wikilistheaderwidth	ColName	varchar	NO			
wikilistheaderwidth	ColWidth	int	NO			
wikilistheaderwidth	PickList	text	NO			
wikilistheaderwidth	IsHidden	tinyint	NO			
wikilisthist	WikiListHistNum	bigint	NO	PRI		
wikilisthist	UserNum	bigint	NO	MUL		
wikilisthist	ListName	varchar	NO			
wikilisthist	ListHeaders	text	NO			
wikilisthist	ListContent	mediumtext	NO			
wikilisthist	DateTimeSaved	datetime	NO			
wikipage	WikiPageNum	bigint	NO	PRI		
wikipage	UserNum	bigint	NO	MUL		
wikipage	PageTitle	varchar	NO			
wikipage	KeyWords	varchar	NO			
wikipage	PageContent	mediumtext	NO			
wikipage	DateTimeSaved	datetime	NO			
wikipage	IsDraft	tinyint	NO			
wikipage	IsLocked	tinyint	NO			
wikipage	IsDeleted	tinyint	NO			
wikipage	PageContentPlainText	mediumtext	NO			
wikipagehist	WikiPageNum	bigint	NO	PRI		
wikipagehist	UserNum	bigint	NO	MUL		
wikipagehist	PageTitle	varchar	NO			
wikipagehist	PageContent	mediumtext	NO			
wikipagehist	DateTimeSaved	datetime	NO			
wikipagehist	IsDeleted	tinyint	NO			
xchargetransaction	XChargeTransactionNum	bigint	NO	PRI		
xchargetransaction	TransType	varchar	NO			
xchargetransaction	Amount	double	NO			
xchargetransaction	CCEntry	varchar	NO			
xchargetransaction	PatNum	bigint	NO	MUL		
xchargetransaction	Result	varchar	NO			
xchargetransaction	ClerkID	varchar	NO			
xchargetransaction	ResultCode	varchar	NO			
xchargetransaction	Expiration	varchar	NO			
xchargetransaction	CCType	varchar	NO			
xchargetransaction	CreditCardNum	varchar	NO			
xchargetransaction	BatchNum	varchar	NO			
xchargetransaction	ItemNum	varchar	NO			
xchargetransaction	ApprCode	varchar	NO			
xchargetransaction	TransactionDateTime	datetime	NO	MUL		
xchargetransaction	BatchTotal	double	NO			
xwebresponse	XWebResponseNum	bigint	NO	PRI		
xwebresponse	PatNum	bigint	NO	MUL		
xwebresponse	ProvNum	bigint	NO	MUL		
xwebresponse	ClinicNum	bigint	NO	MUL		
xwebresponse	PaymentNum	bigint	NO	MUL		
xwebresponse	DateTEntry	datetime	NO			
xwebresponse	DateTUpdate	datetime	NO	MUL		
xwebresponse	TransactionStatus	tinyint	NO			
xwebresponse	ResponseCode	int	NO			
xwebresponse	XWebResponseCode	varchar	NO			
xwebresponse	ResponseDescription	varchar	NO			
xwebresponse	OTK	varchar	NO			
xwebresponse	HpfUrl	text	NO			
xwebresponse	HpfExpiration	datetime	NO			
xwebresponse	TransactionID	varchar	NO			
xwebresponse	TransactionType	varchar	NO			
xwebresponse	Alias	varchar	NO			
xwebresponse	CardType	varchar	NO			
xwebresponse	CardBrand	varchar	NO			
xwebresponse	CardBrandShort	varchar	NO			
xwebresponse	MaskedAcctNum	varchar	NO			
xwebresponse	Amount	double	NO			
xwebresponse	ApprovalCode	varchar	NO			
xwebresponse	CardCodeResponse	varchar	NO			
xwebresponse	ReceiptID	int	NO			
xwebresponse	ExpDate	varchar	NO			
xwebresponse	EntryMethod	varchar	NO			
xwebresponse	ProcessorResponse	varchar	NO			
xwebresponse	BatchNum	int	NO			
xwebresponse	BatchAmount	double	NO			
xwebresponse	AccountExpirationDate	date	NO			
xwebresponse	DebugError	text	NO			
xwebresponse	PayNote	text	NO			
xwebresponse	CCSource	tinyint	NO			
xwebresponse	OrderId	varchar	NO			
xwebresponse	EmailResponse	varchar	NO			
xwebresponse	LogGuid	varchar	YES			
zipcode	ZipCodeNum	bigint	NO	PRI		
zipcode	ZipCodeDigits	varchar	YES			
zipcode	City	varchar	YES			
zipcode	State	varchar	YES			
zipcode	IsFrequent	tinyint	NO			
